ortholog_group,category,presence_count,present_in_mags
COG0080,shell,7,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG0748,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG0571,shell,7,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG0681,shell,7,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG4606,shell,7,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG1038,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
COG0079,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
COG0131,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
COG0106,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030151425.1_ASM3015142v1"
COG0107,shell,6,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG0141,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
COG3215,shell,7,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG4111,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
COG0379,shell,3,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030151425.1_ASM3015142v1"
COG0715,shell,6,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG1116,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030151425.1_ASM3015142v1"
COG1773,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030151425.1_ASM3015142v1"
COG2840,shell,6,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
COG1279,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030151425.1_ASM3015142v1"
COG0015,shell,7,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
COG2363,shell,7,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
COG2423,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
2CG84,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
2CKNI,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG4222,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030151425.1_ASM3015142v1"
COG0063,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030151425.1_ASM3015142v1"
COG0505,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG0458,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG1101,shell,7,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG4120,shell,6,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
COG2984,shell,7,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG2084,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1"
COG0157,shell,6,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG3530,shell,6,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG4948,shell,3,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030151425.1_ASM3015142v1"
COG4829,shell,3,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030151425.1_ASM3015142v1"
COG3485,shell,3,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030151425.1_ASM3015142v1"
COG5557,shell,6,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
29K05,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
COG4598,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG3015,shell,7,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG4206,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
COG2129,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1"
COG0197,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1"
COG0255,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1"
COG0186,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1"
COG0093,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1"
COG0198,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1"
COG0094,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1"
COG0199,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1"
COG0096,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1"
COG0097,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1"
COG0256,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1"
COG0098,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030150405.1_ASM3015040v1"
COG1841,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030150405.1_ASM3015040v1"
COG0200,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030150405.1_ASM3015040v1"
COG0201,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030150405.1_ASM3015040v1"
COG0257,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030150405.1_ASM3015040v1"
COG0099,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030150405.1_ASM3015040v1"
COG0100,shell,2,"GCA_046462275.1_ASM4646227v1,GCA_030150405.1_ASM3015040v1"
COG0522,shell,3,"GCA_046462275.1_ASM4646227v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1"
COG0202,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1"
COG4953,shell,4,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030151425.1_ASM3015142v1"
COG0809,shell,6,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
2BK2T,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG0754,shell,5,"GCA_046462275.1_ASM4646227v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG3311,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030152945.1_ASM3015294v1"
COG1343,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1"
2E4K4,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1"
COG0699,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1"
COG1190,shell,7,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG4735,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_046462395.1_ASM4646239v1"
COG3596,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1"
2DI9C,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1"
COG3021,shell,5,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
COG1479,shell,5,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG1008,shell,4,"GCA_030153165.1_ASM3015316v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
COG4496,shell,4,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
COG0289,shell,5,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG1734,shell,5,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG4006,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1"
28IB0,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_046462395.1_ASM4646239v1"
COG0516,shell,5,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
29597,shell,4,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
2CDR7,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1"
COG1968,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1"
COG4723,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
COG4672,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
COG4718,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
2DNA4,shell,4,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1"
COG1288,shell,4,"GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG0624,shell,7,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG1086,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1"
COG1637,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1"
COG4626,shell,4,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1"
2E1G4,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1"
4QDH3,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030152945.1_ASM3015294v1"
2E3C8,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030152945.1_ASM3015294v1"
COG3201,shell,6,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
2BBWQ,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_046462395.1_ASM4646239v1"
COG1898,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1"
COG1647,shell,5,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
COG0813,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_046462395.1_ASM4646239v1"
COG3587,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030151425.1_ASM3015142v1"
COG5551,shell,4,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1"
COG3042,shell,4,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
2EDEJ,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030151425.1_ASM3015142v1"
COG1106,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1"
COG4359,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030149655.1_ASM3014965v1,GCA_046462395.1_ASM4646239v1"
COG0261,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030150405.1_ASM3015040v1"
COG0367,shell,6,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG3079,shell,7,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG1262,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1"
COG3539,shell,4,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030151425.1_ASM3015142v1"
arCOG06916,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
COG4913,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_046462395.1_ASM4646239v1"
COG3326,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_046462395.1_ASM4646239v1"
COG1785,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG0235,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1"
COG3395,shell,4,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1"
COG1757,shell,6,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG0669,shell,5,"GCA_030153165.1_ASM3015316v1,GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
COG4106,shell,5,"GCA_030153165.1_ASM3015316v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG0092,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030150405.1_ASM3015040v1"
COG0091,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030150405.1_ASM3015040v1"
COG0185,shell,2,"GCA_030153165.1_ASM3015316v1,GCA_030150405.1_ASM3015040v1"
COG5005,shell,3,"GCA_030153165.1_ASM3015316v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
COG1604,shell,3,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1"
COG3337,shell,3,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1"
COG1336,shell,3,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1"
COG1769,shell,3,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1"
2DPW1,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
2C948,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
COG4570,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
COG0338,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
COG2314,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
COG0582,shell,4,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
COG1835,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1"
COG0438,shell,5,"GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
COG1942,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1"
COG3751,shell,5,"GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG0677,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG1367,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_046462395.1_ASM4646239v1"
COG1004,shell,3,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_046462395.1_ASM4646239v1"
COG1216,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG4333,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
COG3307,shell,4,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1"
COG3306,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG0489,shell,6,"GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG0802,shell,5,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG5505,shell,3,"GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1,GCA_030151425.1_ASM3015142v1"
COG2173,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030151425.1_ASM3015142v1"
COG3897,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030151425.1_ASM3015142v1"
28NYX,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1"
2DBAX,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG3209,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG3516,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG3517,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG3518,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG3519,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG3520,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG1716,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG3521,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG3522,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG3455,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
2C9Y5,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG3515,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG3523,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1"
COG4695,shell,5,"GCA_030151245.1_ASM3015124v1,GCA_030152945.1_ASM3015294v1,GCA_030150405.1_ASM3015040v1,GCA_046462395.1_ASM4646239v1,GCA_030151425.1_ASM3015142v1"
COG1484,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
COG4197,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
COG3081,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
2E3ZD,shell,2,"GCA_030151245.1_ASM3015124v1,GCA_030150405.1_ASM3015040v1"
COG3491,shell,4,"GCA_030151245.1_ASM3015124v1,GCA_030149655.1_ASM3014965v1,GCA_030152945.1_ASM3015294v1,GCA_030151425.1_ASM3015142v1"
